Date,Open,High,Low,Close,Volume,Adj Close
2016-03-01,39.150002,41.290001,39.099998,41.27,30261000,41.27
2016-02-29,39.43,39.799999,38.849998,38.849998,21823400,38.849998
2016-02-26,39.060001,40.02,38.759998,39.50,23744600,39.50
2016-02-25,38.23,38.650002,38.009998,38.619999,19871300,38.619999
2016-02-24,37.439999,38.18,36.610001,38.09,25810300,38.09
2016-02-23,39.119999,39.189999,38.040001,38.220001,26093800,38.220001
2016-02-22,39.669998,39.970001,39.299999,39.52,21992400,39.52
2016-02-19,38.82,39.060001,38.060001,38.990002,22335900,38.990002
2016-02-18,39.93,39.990002,38.619999,38.919998,24088100,38.919998
2016-02-17,39.709999,40.290001,39.50,39.779999,29086800,39.779999
2016-02-16,38.59,39.220001,38.32,38.889999,30794800,38.889999
2016-02-12,36.029999,37.869999,35.98,37.540001,38061800,37.540001
2016-02-11,36.00,36.16,34.52,34.98,48723500,34.98
2016-02-10,38.50,39.09,37.380001,37.41,33330200,37.41
2016-02-09,36.93,38.07,36.68,37.509998,39412700,37.509998
2016-02-08,39.139999,39.18,37.18,37.810001,35165100,37.810001
2016-02-05,41.02,41.439999,39.549999,39.860001,23521700,39.860001
2016-02-04,40.110001,41.57,40.049999,40.790001,26732600,40.790001
2016-02-03,40.650002,40.709999,38.040001,40.360001,43662900,40.360001
2016-02-02,41.860001,41.860001,40.279999,40.419998,31246900,40.419998
2016-02-01,42.360001,42.830002,42.00,42.48,22023600,42.48
2016-01-29,40.799999,42.59,40.779999,42.580002,35858400,42.580002
2016-01-28,41.200001,41.389999,40.07,40.389999,23181500,40.389999
2016-01-27,40.369999,41.689999,40.23,40.560001,28274800,40.510001
2016-01-26,39.599998,40.790001,39.50,40.50,23508400,40.450074
2016-01-25,40.810001,40.959999,39.450001,39.549999,31924000,39.501244
2016-01-22,41.049999,41.349998,40.82,41.060001,30187200,41.009385
2016-01-21,40.509998,41.389999,40.029999,40.150002,34976700,40.100507
2016-01-20,40.52,41.029999,39.439999,40.490002,49905400,40.440088
2016-01-19,42.849998,43.119999,41.66,41.939999,39032700,41.888297
2016-01-15,42.509998,43.689999,41.849998,42.470001,52452600,42.417647
2016-01-14,45.419998,45.82,44.57,45.380001,30129500,45.324059
2016-01-13,47.32,47.349998,44.970001,45.189999,27925800,45.134291
2016-01-12,47.50,47.50,46.27,46.880001,26310000,46.82221
2016-01-11,46.560001,46.990002,45.93,46.849998,26284600,46.792244
2016-01-08,48.73,48.740002,46.029999,46.130001,30643000,46.073135
2016-01-07,49.07,49.380001,47.50,47.560001,37902900,47.501372
2016-01-06,50.099998,50.580002,49.759998,50.119999,22501800,50.058214
2016-01-05,51.540001,51.610001,50.41,50.860001,17444900,50.797303
2016-01-04,50.75,51.189999,50.189999,51.130001,23440200,51.066971
2015-12-31,52.07,52.389999,51.75,51.75,11281800,51.686206
2015-12-30,52.84,52.939999,52.25,52.299999,8763300,52.235527
2015-12-29,52.759998,53.220001,52.740002,52.98,10155100,52.914689
2015-12-28,52.57,52.57,51.959999,52.380001,8761700,52.31543
2015-12-24,52.48,52.970001,52.450001,52.709999,4671200,52.645021
2015-12-23,52.299999,52.639999,52.080002,52.630001,14950200,52.565122
2015-12-22,51.990002,52.130001,51.389999,52.009998,13241300,51.945883
2015-12-21,51.709999,51.91,51.080002,51.790001,16929000,51.726157
2015-12-18,52.459999,52.68,51.16,51.209999,25509600,51.14687
2015-12-17,54.009998,54.200001,52.709999,52.84,17179600,52.774862
2015-12-16,53.040001,54.009998,52.299999,53.900002,26044800,53.833557
2015-12-15,51.849998,52.799999,51.849998,52.52,21630200,52.455257
2015-12-14,51.139999,51.73,50.50,51.099998,21586800,51.037005
2015-12-11,51.939999,52.209999,50.669998,51.110001,24093500,51.046995
2015-12-10,52.889999,53.240002,52.169998,52.650002,16333800,52.585098
2015-12-09,53.049999,53.810001,52.310001,52.810001,19903700,52.7449
2015-12-08,53.84,54.009998,53.18,53.389999,14785500,53.324183
2015-12-07,54.77,54.880001,53.91,54.400002,15077300,54.33294
2015-12-04,53.66,55.330002,53.52,55.09,21464100,55.022088
